area_type,availability,location,size,society,total_sqft,bath,balcony,price,adjusted_price
Plot  Area,Ready To Move,Vile Parle,4 Bedroom,Thessrm,2900,3.0,2.0,14732.14286,14732.14286
Super built-up  Area,Ready To Move,Malad,3 BHK,JJortom,1500,3.0,2.0,46000.0,46000.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,GrrvaGr,1295,2.0,2.0,15686.27451,15686.27451
Super built-up  Area,Ready To Move,Dadar,2 BHK,PrityTr,1162,2.0,1.0,31746.03175,38095.238099999995
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Usquaya,1035,2.0,2.0,22619.04762,22619.04762
Built-up  Area,Ready To Move,Worli,4 Bedroom,Natic T,1600,4.0,0.0,15483.87097,15483.87097
Super built-up  Area,Ready To Move,Powai,3 BHK,,1464,3.0,2.0,38000.0,38000.0
Super built-up  Area,18-Oct,Mulund,3 BHK,DSapeSk,1866,2.0,2.0,24444.44444,24444.44444
Super built-up  Area,Ready To Move,Malad,2 BHK,Jahtsa ,700,1.0,1.0,19444.44444,19444.44444
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Prillot,1804,3.0,2.0,27685.18519,27685.18519
Super built-up  Area,Ready To Move,Juhu,2 BHK,,913,2.0,1.0,19117.64706,24852.941178
Super built-up  Area,21-Dec,Bandra,3 BHK,Sodgere,1868,3.0,2.0,21250.0,21250.0
Built-up  Area,Ready To Move,Juhu,2 BHK,,883,2.0,1.0,21904.7619,28476.19047
Plot  Area,Ready To Move,Borivali,2 Bedroom,,900,2.0,1.0,18250.0,18250.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,,1664,2.0,3.0,15714.28571,15714.28571
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,SoitaCa,2026,3.0,2.0,36538.46154,36538.46154
Super built-up  Area,Ready To Move,Malad,2 BHK,Soestin,1210,2.0,1.0,24817.51825,24817.51825
Plot  Area,Ready To Move,Khar,4 Bedroom,Sreat R,4111,4.0,2.0,19333.33333,19333.33333
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,Alestrb,1762,3.0,3.0,46625.76687,46625.76687
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,DLhtsen,1252,3.0,3.0,15625.0,15625.0
Built-up  Area,Ready To Move,Chembur,2 BHK,Mauner ,861,2.0,1.0,22826.08696,22826.08696
Built-up  Area,Ready To Move,Worli,3 BHK,Brnia G,1420,2.0,1.0,33600.0,33600.0
Plot  Area,Ready To Move,Malad,6 Bedroom,,1450,6.0,0.0,18950.43732,18950.43732
Built-up  Area,Ready To Move,Goregaon,3 BHK,GaicaVe,1490,3.0,1.0,28030.30303,28030.30303
Super built-up  Area,Ready To Move,Khar,3 BHK,,1075,2.0,1.0,17826.08696,17826.08696
Super built-up  Area,18-Aug,Dadar,3 BHK,Saesttt,1425,2.0,2.0,16055.04587,19266.055044
Built-up  Area,Ready To Move,Juhu,2 BHK,Nae 2El,1200,2.0,1.0,18960.67416,24648.876408
Super built-up  Area,Ready To Move,Mulund,3 BHK,,1280,2.0,2.0,21428.57143,21428.57143
Super built-up  Area,Ready To Move,Mulund,2 BHK,Bhinglv,1084,2.0,2.0,26813.88013,26813.88013
Super built-up  Area,18-Jul,Vile Parle,2 BHK,SunceEs,1015,2.0,2.0,24271.84466,24271.84466
Super built-up  Area,21-May,Andheri,2 BHK,GolusLi,1017,2.0,1.0,16243.65482,19492.385784
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1027,2.0,2.0,9696.969697,12606.060606100002
Super built-up  Area,Ready To Move,Khar,2 BHK,Coush W,1069,2.0,2.0,30671.10372,30671.10372
Super built-up  Area,Ready To Move,Powai,2 BHK,Prersis,1349,2.0,1.0,6933.333333,6933.333333
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,NaensGa,1005,2.0,1.0,14347.82609,14347.82609
Super built-up  Area,Ready To Move,Powai,2 BHK,Arzzo P,1417,2.0,3.0,24823.25216,24823.25216
Plot  Area,18-Jan,Andheri,3 Bedroom,,1475,3.0,1.0,20872.27414,25046.728968
Carpet  Area,Ready To Move,Worli,2 BHK,SMikaay,950,2.0,2.0,6250.0,6250.0
Super built-up  Area,Ready To Move,Borivali,4 BHK,Prave E,2000,4.0,0.0,22737.64259,22737.64259
Plot  Area,Ready To Move,Andheri,3 Bedroom,,880,3.0,1.0,7078.651685,8494.382022
Super built-up  Area,Ready To Move,Santacruz,4 BHK,Ahriaup,1863,3.0,2.0,9696.969697,9696.969697
Super built-up  Area,Ready To Move,Dadar,2 BHK,Priewhi,1010,2.0,1.0,18260.86957,21913.043483999998
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,Shodsth,1425,2.0,1.0,44210.52632,44210.52632
Super built-up  Area,Ready To Move,Powai,3 BHK,Swadeh ,1450,3.0,0.0,5000.0,5000.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,Somumys,1847,3.0,2.0,33333.33333,33333.33333
Super built-up  Area,Ready To Move,Worli,2 BHK,Soran U,1100,2.0,3.0,20800.0,20800.0
Super built-up  Area,20-Dec,Juhu,1 BHK,PrarePa,525,1.0,1.0,90019.56947,117025.44031100001
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,Puestig,1665,3.0,2.0,18531.07345,18531.07345
Super built-up  Area,Ready To Move,Kurla,4 BHK,Prntsrt,1664,4.0,3.0,21383.6478,21383.6478
Super built-up  Area,Ready To Move,Goregaon,3 BHK,Maerar ,1850,3.0,3.0,14749.26254,14749.26254
Super built-up  Area,Ready To Move,Malad,2 BHK,Vaesh T,1438,2.0,3.0,23853.21101,23853.21101
Super built-up  Area,Ready To Move,Juhu,3 BHK,MaisePa,1560,3.0,3.0,28888.88889,37555.555557
Super built-up  Area,18-Apr,Kurla,2 BHK,,1350,2.0,1.0,17058.82353,17058.82353
Super built-up  Area,Ready To Move,Colaba,3 BHK,JRrnauv,1550,3.0,3.0,23659.30599,30757.097787000002
Super built-up  Area,18-Apr,Santacruz,2 BHK,,1140,2.0,2.0,17879.16153,17879.16153
Plot  Area,Ready To Move,Malad,5 Bedroom,,1200,5.0,2.0,24642.85714,24642.85714
Super built-up  Area,18-Dec,Santacruz,2 BHK,,850,2.0,2.0,34622.30216,34622.30216
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Gotis A,1280,2.0,2.0,5408.805031,5408.805031
Built-up  Area,Ready To Move,Juhu,2 BHK,,1170,2.0,2.0,19166.66667,24916.666671
Super built-up  Area,Ready To Move,Kurla,2 BHK,Puodse ,1113,2.0,1.0,39062.5,39062.5
Super built-up  Area,Ready To Move,Bandra,2 BHK,Mileeou,1385,2.0,1.0,26666.66667,26666.66667
Super built-up  Area,18-Apr,Bandra,2 BHK,Prarkun,1128,2.0,1.0,15675.67568,15675.67568
Plot  Area,Ready To Move,Worli,2 Bedroom,,1200,2.0,2.0,11956.52174,11956.52174
Plot  Area,Ready To Move,Powai,4 Bedroom,,1200,4.0,3.0,30588.23529,30588.23529
Super built-up  Area,Ready To Move,Chembur,3 BHK,PhestOn,2390,3.0,2.0,22222.22222,22222.22222
Plot  Area,Ready To Move,Kurla,4 Bedroom,,2400,4.0,1.0,24583.33333,24583.33333
Super built-up  Area,Ready To Move,Mulund,3 BHK,NRowse ,1464,3.0,2.0,20346.32035,20346.32035
Super built-up  Area,Ready To Move,Chembur,2 BHK,,1200,2.0,2.0,31779.66102,31779.66102
Super built-up  Area,Ready To Move,Powai,2 BHK,Abncy R,1200,2.0,2.0,23780.4878,23780.4878
Super built-up  Area,Ready To Move,Andheri,3 BHK,Baowsig,1150,2.0,1.0,17977.52809,21573.033708
Built-up  Area,Ready To Move,Worli,3 BHK,Itala A,1645,3.0,2.0,22000.0,22000.0
Super built-up  Area,20-Mar,Mulund,2 BHK,,1000,2.0,1.0,29430.37975,29430.37975
Plot  Area,Ready To Move,Vile Parle,4 Bedroom,,2650,4.0,2.0,33928.57143,33928.57143
Super built-up  Area,Ready To Move,Borivali,2 BHK,HMinebo,1192,2.0,2.0,15000.0,15000.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,K borja,2135,3.0,2.0,25139.6648,32681.56424
Super built-up  Area,19-Dec,Powai,2 BHK,Oreldhi,1173,2.0,1.0,35675.67568,35675.67568
Built-up  Area,Ready To Move,Malad,2 BHK,Sungspr,1020,2.0,2.0,33962.26415,33962.26415
Super built-up  Area,Ready To Move,Mulund,4 BHK,Prtanha,3122,6.0,2.0,20000.0,20000.0
Super built-up  Area,Ready To Move,Powai,3 BHK,,1600,3.0,3.0,38181.81818,38181.81818
Plot  Area,18-Mar,Juhu,2 Bedroom,,1200,2.0,0.0,24525.54745,31883.211685
Carpet  Area,Ready To Move,Chembur,2 BHK,,1230,2.0,3.0,17333.33333,17333.33333
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Clntsrt,1250,2.0,2.0,31342.18289,31342.18289
Super built-up  Area,Ready To Move,Juhu,2 BHK,PuamaPa,1325,2.0,2.0,25462.96296,33101.851848000006
Built-up  Area,Ready To Move,Chembur,3 BHK,Brngsal,1850,3.0,1.0,38775.5102,38775.5102
Super built-up  Area,21-Dec,Chembur,1 BHK,PrarePa,525,,,36000.0,36000.0
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,,1200,2.0,2.0,9000.0,9000.0
Plot  Area,Ready To Move,Bandra,3 Bedroom,,1350,2.0,0.0,36000.0,36000.0
Super built-up  Area,18-Jun,Powai,3 BHK,SSestth,1260,3.0,1.0,39090.90909,39090.90909
Super built-up  Area,Ready To Move,Kurla,3 BHK,Vancy R,1800,3.0,0.0,21428.57143,21428.57143
Plot  Area,18-Dec,Goregaon,3 Bedroom,PrhyaK ,11,3.0,2.0,45000.0,45000.0
Built-up  Area,Ready To Move,Bandra,2 BHK,Miwel M,1100,2.0,1.0,25520.83333,25520.83333
Super built-up  Area,Ready To Move,Goregaon,2 BHK,SrEndPo,1508,2.0,1.0,34615.38462,34615.38462
Carpet  Area,Ready To Move,Colaba,3 BHK,Puens G,1592,3.0,2.0,39024.39024,50731.707312000006
Super built-up  Area,Ready To Move,Dadar,2 BHK,SagasSa,1388,2.0,3.0,34375.0,41250.0
Super built-up  Area,18-May,Juhu,1 BHK,SNbay G,630,1.0,1.0,21513.78838,27967.924894000003
Plot  Area,Ready To Move,Colaba,3 Bedroom,,2000,3.0,2.0,22891.56627,29759.036151
Super built-up  Area,Ready To Move,Worli,3 BHK,,1762,3.0,1.0,15000.0,15000.0
Super built-up  Area,21-Dec,Goregaon,2 BHK,,950,2.0,2.0,21333.33333,21333.33333
Super built-up  Area,Ready To Move,Borivali,4 BHK,Soianal,3252,5.0,3.0,20711.50097,20711.50097
Super built-up  Area,18-Aug,Malad,2 BHK,Vrenty ,1116,2.0,1.0,5645.16129,5645.16129
Super built-up  Area,Ready To Move,Colaba,2 BHK,AriosHe,1308,2.0,2.0,31347.96238,40752.351094000005
Super built-up  Area,Ready To Move,Andheri,3 BHK,,1200,3.0,0.0,20000.0,24000.0
Plot  Area,Ready To Move,Powai,4 Bedroom,,1500,4.0,2.0,25981.30841,25981.30841
Built-up  Area,Ready To Move,Kurla,1 BHK,,500,1.0,1.0,17777.77778,17777.77778
Super built-up  Area,Ready To Move,Juhu,2 BHK,SLureSi,1075,2.0,1.0,18000.0,23400.0
Super built-up  Area,18-Mar,Malad,1 BHK,Siissi ,530,1.0,0.0,20504.73186,20504.73186
Built-up  Area,Ready To Move,Colaba,2 BHK,,1205,2.0,3.0,33333.33333,43333.333329
Super built-up  Area,Ready To Move,Bandra,2 BHK,Mangsr ,1075,2.0,2.0,26557.71195,26557.71195
Built-up  Area,Ready To Move,Chembur,2 BHK,HovasTe,930,2.0,2.0,19459.45946,19459.45946
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Exncene,1380,2.0,1.0,31884.05797,31884.05797
Super built-up  Area,Ready To Move,Chembur,4 BHK,Prersis,2483,5.0,2.0,14285.71429,14285.71429
Built-up  Area,Ready To Move,Santacruz,2 BHK,Shyas S,1166,2.0,2.0,21111.11111,21111.11111
Super built-up  Area,Ready To Move,Santacruz,2 BHK,NadelCi,1050,2.0,1.0,20744.68085,20744.68085
Super built-up  Area,19-Mar,Goregaon,3 BHK,Sothadr,2023.71,3.0,2.0,39130.43478,39130.43478
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Dhalsh ,1200,2.0,2.0,36507.93651,36507.93651
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Puarent,1600,2.0,1.0,18222.22222,18222.22222
Super built-up  Area,Ready To Move,Chembur,3 BHK,MaionPa,1935,3.0,2.0,19814.41048,19814.41048
Super built-up  Area,18-May,Goregaon,1 BHK,Maian M,451,1.0,0.0,4693.877551,4693.877551
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,ShstaAl,1800,3.0,2.0,45710.26723,45710.26723
Super built-up  Area,18-May,Juhu,3 BHK,Shard T,1400,3.0,0.0,23888.88889,31055.555557
Super built-up  Area,Ready To Move,Khar,3 BHK,SoitaCa,1801,3.0,2.0,21176.47059,21176.47059
Built-up  Area,Ready To Move,Worli,2 BHK,Neagar ,1451,2.0,,36111.11111,36111.11111
Plot  Area,19-Jan,Malad,2 Bedroom,,1200,1.0,1.0,40628.3857,40628.3857
Super built-up  Area,Ready To Move,Worli,2 BHK,Dhalsh ,1160,2.0,2.0,7794.117647,7794.117647
Built-up  Area,Ready To Move,Borivali,2 BHK,,1000,2.0,1.0,47428.57143,47428.57143
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Wiowsri,950,2.0,1.0,18080.0,18080.0
Built-up  Area,20-Dec,Dadar,3 BHK,,1629,3.0,2.0,20000.0,24000.0
Built-up  Area,Ready To Move,Santacruz,3 BHK,,1580,2.0,0.0,16923.07692,16923.07692
Super built-up  Area,21-Jun,Powai,3 BHK,Saityat,1826,3.0,2.0,40000.0,40000.0
Built-up  Area,Ready To Move,Colaba,2 BHK,Eladero,1245,2.0,1.0,14937.5,19418.75
Super built-up  Area,Ready To Move,Powai,2 BHK,Lancyey,1145,2.0,2.0,34285.71429,34285.71429
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Suiseit,825,2.0,1.0,24705.88235,24705.88235
Super built-up  Area,18-Aug,Dadar,3 BHK,Aroomba,1693,3.0,3.0,29618.76833,35542.521995999996
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,Courf T,1113.27,2.0,2.0,30000.0,30000.0
Built-up  Area,Ready To Move,Santacruz,2 BHK,VMowsea,1460,2.0,1.0,29809.22099,29809.22099
Built-up  Area,Ready To Move,Chembur,2 BHK,S onsMa,1050,2.0,1.0,30769.23077,30769.23077
Built-up  Area,Ready To Move,Bandra,2 BHK,Tuentpa,1260,2.0,2.0,35842.29391,35842.29391
Super built-up  Area,Ready To Move,Goregaon,6 BHK,,700,3.0,,11212.12121,11212.12121
Built-up  Area,Ready To Move,Andheri,2 BHK,Tovesee,1656,2.0,1.0,13368.98396,16042.780751999999
Super built-up  Area,Ready To Move,Powai,3 BHK,Vailsaf,1208,3.0,1.0,21333.33333,21333.33333
Super built-up  Area,Ready To Move,Borivali,3 BHK,BrlisCo,1910,3.0,2.0,27561.6083,27561.6083
Super built-up  Area,Ready To Move,Juhu,4 BHK,Haestt ,3252,4.0,1.0,15306.12245,19897.959185000003
Plot  Area,Ready To Move,Powai,2 Bedroom,,1200,2.0,1.0,14468.08511,14468.08511
Super built-up  Area,Ready To Move,Worli,4 BHK,,1200,4.0,1.0,33870.96774,33870.96774
Super built-up  Area,Ready To Move,Dadar,2 BHK,BriumMi,1175,2.0,1.0,33000.0,39600.0
Plot  Area,Ready To Move,Bandra,2 Bedroom,,1000,2.0,0.0,32769.23077,32769.23077
Plot  Area,Ready To Move,Andheri,4 Bedroom,,1200,2.0,0.0,11567.16418,13880.597016
Super built-up  Area,Ready To Move,Andheri,3 BHK,PhestOn,2390,3.0,2.0,18930.04115,22716.04938
Super built-up  Area,19-Jan,Dadar,7 BHK,,12000,6.0,3.0,6250.0,7500.0
Plot  Area,Ready To Move,Santacruz,2 Bedroom,,550,1.0,1.0,24691.35802,24691.35802
Super built-up  Area,Ready To Move,Dadar,1 BHK,,34.46Sq. Meter,1.0,0.0,23888.88889,28666.666667999998
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Hoxiaa ,1185,2.0,,18064.51613,18064.51613
Super built-up  Area,Ready To Move,Malad,2 BHK,VBvenal,750,2.0,1.0,33333.33333,33333.33333
Plot  Area,Ready To Move,Ghatkopar,6 Bedroom,,1200,7.0,3.0,14444.44444,14444.44444
Super built-up  Area,Ready To Move,Chembur,3 BHK,JRrnauv,1550,3.0,3.0,22500.0,22500.0
Built-up  Area,Ready To Move,Worli,3 BHK,Hoeatan,1760,3.0,2.0,26315.78947,26315.78947
Super built-up  Area,Ready To Move,Chembur,2 BHK,Asity S,1125,2.0,2.0,14530.77699,14530.77699
Plot  Area,Ready To Move,Andheri,3 Bedroom,,1350,3.0,2.0,35176.47059,42211.764707999995
Plot  Area,17-Dec,Mulund,2 Bedroom,,1000,2.0,1.0,25482.62548,25482.62548
Built-up  Area,18-Aug,Malad,2 BHK,,1090,2.0,2.0,42187.5,42187.5
Plot  Area,Ready To Move,Ghatkopar,2 Bedroom,,1200,2.0,0.0,25059.66587,25059.66587
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,PrityTr,1991,4.0,2.0,32727.27273,32727.27273
Super built-up  Area,18-Oct,Ghatkopar,2 BHK,DSoodil,1060,2.0,1.0,7407.407407,7407.407407
Super built-up  Area,Ready To Move,Andheri,2 BHK,SJarkte,1105,2.0,1.0,16111.11111,19333.333332
Built-up  Area,Ready To Move,Chembur,2 BHK,Dhgraas,985,2.0,2.0,7916.666667,7916.666667
Plot  Area,Ready To Move,Chembur,6 Bedroom,,1533,5.0,3.0,25169.49153,25169.49153
Super built-up  Area,17-Jul,Colaba,3 BHK,HiqueMa,1590,3.0,2.0,37500.0,48750.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,Srshq T,1120,2.0,2.0,20000.0,20000.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,SPontna,1069,2.0,1.0,13684.21053,13684.21053
Super built-up  Area,Ready To Move,Colaba,3 BHK,Prionad,1933,3.0,2.0,20000.0,26000.0
Built-up  Area,16-Mar,Worli,2 BHK,PuendWe,1194,2.0,0.0,19517.54386,19517.54386
Super built-up  Area,Ready To Move,Andheri,2 BHK,Danna S,1150,2.0,3.0,20357.14286,24428.571432
Super built-up  Area,Ready To Move,Dadar,2 BHK,,1240,2.0,2.0,11250.0,13500.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,GrrvaGr,1419,2.0,2.0,6666.666667,6666.666667
Plot  Area,Ready To Move,Mulund,8 Bedroom,,1200,8.0,,38176.03393,38176.03393
Super built-up  Area,Ready To Move,Bandra,3 BHK,Bltonin,2150,4.0,,19111.11111,19111.11111
Super built-up  Area,Ready To Move,Borivali,3 BHK,MSanaer,1450,3.0,2.0,38359.78836,38359.78836
Super built-up  Area,18-Jul,Khar,3 BHK,Plowsri,1630,3.0,2.0,33571.42857,33571.42857
Super built-up  Area,Ready To Move,Kurla,2 BHK,Tavenew,708,1.0,1.0,16450.21645,16450.21645
Plot  Area,Ready To Move,Kurla,3 Bedroom,,1000,4.0,3.0,18148.14815,18148.14815
Plot  Area,Ready To Move,Goregaon,4 Bedroom,,11890,4.0,3.0,26000.0,26000.0
Super built-up  Area,Ready To Move,Powai,2 BHK,Ocavees,1250,2.0,1.0,17567.56757,17567.56757
Super built-up  Area,Ready To Move,Colaba,3 BHK,Brnia G,1400,2.0,1.0,33170.73171,43121.951223000004
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,,1670,2.0,3.0,16666.66667,16666.66667
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,SoystAm,1750,3.0,2.0,26363.63636,26363.63636
Super built-up  Area,Ready To Move,Dadar,2 BHK,Prlla C,1404,2.0,1.0,16341.0302,19609.23624
Super built-up  Area,Ready To Move,Colaba,3 BHK,SMaxyay,1715,2.0,2.0,21527.77778,27986.111114000003
Built-up  Area,18-Apr,Mulund,1 BHK,Prarkun,630,1.0,1.0,22857.14286,22857.14286
Super built-up  Area,Ready To Move,Goregaon,3 BHK,SosicCl,1752.12,3.0,2.0,25625.0,25625.0
Super built-up  Area,Ready To Move,Santacruz,3 BHK,,1650,3.0,2.0,20111.11111,20111.11111
Super built-up  Area,Ready To Move,Khar,2 BHK,GrrvaGr,1295,2.0,1.0,50287.35632,50287.35632
Plot  Area,Ready To Move,Malad,3 Bedroom,Bancyri,1800,3.0,2.0,19565.21739,19565.21739
Super built-up  Area,18-Sep,Dadar,2 BHK,PualeSk,1346,2.0,1.0,29166.66667,35000.000003999994
Plot  Area,Ready To Move,Ghatkopar,4 Bedroom,,1200,4.0,2.0,27843.6019,27843.6019
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,ElavuHo,1150,2.0,2.0,16666.66667,16666.66667
Built-up  Area,Ready To Move,Juhu,4 Bedroom,Gontyol,3309,4.0,3.0,12124.15131,15761.396703
Super built-up  Area,18-May,Colaba,3 BHK,SunceEs,1190,2.0,2.0,36136.36364,46977.272732000005
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,DSutyng,1620,3.0,2.0,21600.0,21600.0
Super built-up  Area,18-Apr,Borivali,2 BHK,,950,2.0,1.0,43103.44828,43103.44828
Super built-up  Area,Ready To Move,Kurla,11 BHK,Bancyri,5000,9.0,3.0,12000.0,12000.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,SrEndPo,2450,3.0,0.0,33333.33333,33333.33333
Super built-up  Area,18-May,Mulund,3 BHK,Sryalan,1220,2.0,1.0,29013.53965,29013.53965
Super built-up  Area,Ready To Move,Worli,2 BHK,RKntsrt,850,2.0,1.0,16363.63636,16363.63636
Built-up  Area,Ready To Move,Andheri,2 BHK,,1020,2.0,2.0,40000.0,48000.0
Built-up  Area,Ready To Move,Santacruz,2 BHK,,1100,2.0,2.0,19764.70588,19764.70588
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Vantspa,1150,2.0,2.0,21596.24413,21596.24413
Super built-up  Area,18-Dec,Dadar,3 BHK,Mahosya,1760,2.0,2.0,100000.0,120000.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,,1800,3.0,3.0,14367.81609,14367.81609
Super built-up  Area,Ready To Move,Chembur,2 BHK,,1070,2.0,1.0,33980.58252,33980.58252
Plot  Area,Ready To Move,Chembur,4 Bedroom,,1500,4.0,2.0,10573.77049,10573.77049
Plot  Area,Ready To Move,Borivali,2 Bedroom,,1440,2.0,0.0,15066.66667,15066.66667
Super built-up  Area,Ready To Move,Juhu,2 BHK,Prowsi ,900,2.0,1.0,15760.86957,20489.130441
Built-up  Area,Ready To Move,Lower Parel,4 BHK,,1200,4.0,1.0,15714.28571,15714.28571
Super built-up  Area,18-May,Chembur,2 BHK,SMuilan,1130,2.0,1.0,20344.82759,20344.82759
Super built-up  Area,Ready To Move,Kurla,2 BHK,Proodt ,1320,2.0,1.0,18125.0,18125.0
Super built-up  Area,19-Jun,Ghatkopar,2 BHK,,1270,2.0,1.0,24670.32967,24670.32967
Built-up  Area,Ready To Move,Colaba,2 BHK,Sryamar,1200,2.0,1.0,26470.58824,34411.764712000004
Super built-up  Area,Ready To Move,Dadar,4 BHK,,4800,4.0,,21739.13043,26086.956516000002
Super built-up  Area,Ready To Move,Goregaon,2 BHK,,1200,2.0,1.0,20606.06061,20606.06061
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Prldsri,929,2.0,0.0,33333.33333,33333.33333
Built-up  Area,Ready To Move,Kurla,4 BHK,LiaveEn,1150,4.0,2.0,18691.58879,18691.58879
Plot  Area,Ready To Move,Bandra,4 Bedroom,,1125,4.0,3.0,25984.25197,25984.25197
Plot  Area,Ready To Move,Chembur,5 Bedroom,,500,3.0,2.0,19000.0,19000.0
Plot  Area,Ready To Move,Goregaon,5 Bedroom,Bemesrm,1200,5.0,2.0,20000.0,20000.0
Super built-up  Area,Ready To Move,Juhu,3 BHK,,1464,3.0,2.0,86666.66667,112666.66667100001
Super built-up  Area,Ready To Move,Bandra,4 BHK,,3600,4.0,3.0,14705.88235,14705.88235
Plot  Area,Ready To Move,Bandra,4 Bedroom,,2000,4.0,2.0,15757.57576,15757.57576
Super built-up  Area,Ready To Move,Dadar,2 BHK,,1208,2.0,1.0,48571.42857,58285.714283999994
Super built-up  Area,Ready To Move,Chembur,2 BHK,Vrensn ,1130,2.0,2.0,16393.44262,16393.44262
Super built-up  Area,Ready To Move,Santacruz,3 BHK,VDdonel,1753,3.0,2.0,14444.44444,14444.44444
Super built-up  Area,Ready To Move,Andheri,5 BHK,Brica E,4500,7.0,3.0,17460.31746,20952.380951999996
Plot  Area,Ready To Move,Ghatkopar,3 Bedroom,,600,3.0,2.0,17272.72727,17272.72727
Super built-up  Area,22-Jun,Andheri,2 BHK,GoAirej,1196,2.0,2.0,7253.012048,8703.614457599999
Built-up  Area,Ready To Move,Santacruz,2 BHK,Prenty ,1150,3.0,3.0,12863.07054,12863.07054
Super built-up  Area,18-Apr,Mulund,2 BHK,Prarkun,1128,2.0,1.0,53125.0,53125.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,Shinei ,1000,2.0,1.0,28846.15385,28846.15385
Super built-up  Area,Ready To Move,Chembur,2 BHK,Apows M,1035,2.0,1.0,25000.0,25000.0
Built-up  Area,Ready To Move,Bandra,2 BHK,,950,2.0,1.0,17857.14286,17857.14286
Super built-up  Area,Ready To Move,Dadar,3 BHK,Prityel,1075,2.0,1.0,14044.94382,16853.932584
Super built-up  Area,Ready To Move,Worli,2 BHK,SVineun,1040,2.0,1.0,28666.66667,28666.66667
Plot  Area,17-Oct,Worli,2 Bedroom,,720,2.0,1.0,19849.62406,19849.62406
Super built-up  Area,Ready To Move,Dadar,3 BHK,Soiewre,1511,3.0,1.0,19411.76471,23294.117651999997
Built-up  Area,Ready To Move,Malad,3 BHK,,1300,3.0,1.0,33333.33333,33333.33333
Super built-up  Area,19-Dec,Lower Parel,3 BHK,Caycend,1545,3.0,1.0,26475.03782,26475.03782
Built-up  Area,Ready To Move,Colaba,1 BHK,,375,2.0,0.0,40476.19048,52619.047624
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1062,2.0,3.0,18589.74359,18589.74359
Super built-up  Area,Ready To Move,Khar,2 BHK,,1115,2.0,1.0,30303.0303,30303.0303
Super built-up  Area,Ready To Move,Borivali,2 BHK,DSvvyx ,1000,2.0,1.0,5249.204666,5249.204666
Super built-up  Area,17-May,Lower Parel,2 BHK,Prrtht ,883,2.0,1.0,36190.47619,36190.47619
Super built-up  Area,19-Apr,Malad,2 BHK,Brareio,1195,2.0,1.0,18648.01865,18648.01865
Plot  Area,Ready To Move,Lower Parel,4 Bedroom,,1200,3.0,1.0,38333.33333,38333.33333
Built-up  Area,Ready To Move,Goregaon,1 Bedroom,,700,1.0,0.0,46500.0,46500.0
Super built-up  Area,Ready To Move,Kurla,2 BHK,Prlla C,1246,2.0,1.0,33333.33333,33333.33333
Plot  Area,Ready To Move,Worli,4 Bedroom,,660,4.0,2.0,34823.52941,34823.52941
Plot  Area,Ready To Move,Mulund,4 Bedroom,,8500,4.0,2.0,33018.86792,33018.86792
Super built-up  Area,Ready To Move,Juhu,4 BHK,,1600,4.0,1.0,32075.4717,41698.113209999996
Super built-up  Area,18-Dec,Powai,4 BHK,SNnia E,2805,5.0,3.0,28260.86957,28260.86957
Super built-up  Area,Ready To Move,Kurla,3 BHK,,1584,3.0,,33846.15385,33846.15385
Plot  Area,Ready To Move,Bandra,4 Bedroom,,3000,5.0,1.0,23008.84956,23008.84956
